total vertexes 213 sectors 122

player x 20 y 20 sector 0 angle 90

vertex number 0 x 16 y 16
vertex number 1 x 24 y 16
vertex number 2 x 24 y 28
vertex number 3 x 20 y 32
vertex number 4 x 28 y 32
vertex number 5 x 24 y 40
vertex number 6 x 32 y 44
vertex number 7 x 32 y 48
vertex number 8 x 44 y 48
vertex number 9 x 44 y 52
vertex number 10 x 48 y 44
vertex number 11 x 56 y 48
vertex number 12 x 52 y 56
vertex number 13 x 48 y 56
vertex number 14 x 48 y 16
vertex number 15 x 16 y 84
vertex number 16 x 48 y 84
vertex number 17 x 20 y 12
vertex number 18 x 16 y 4
vertex number 19 x 48 y 4
vertex number 20 x 8 y 16
vertex number 21 x 8 y 4
vertex number 22 x 8 y 84
vertex number 23 x 52 y 32
vertex number 24 x 64 y 24
vertex number 25 x 84 y 4
vertex number 26 x 84 y 20
vertex number 27 x 108 y 4
vertex number 28 x 108 y 32
vertex number 29 x 52 y 64
vertex number 30 x 60 y 72
vertex number 31 x 76 y 76
vertex number 32 x 76 y 84
vertex number 33 x 96 y 72
vertex number 34 x 96 y 84
vertex number 35 x 108 y 64
vertex number 36 x 108 y 84
vertex number 37 x 88 y 80
vertex number 38 x 68 y 36
vertex number 39 x 72 y 32
vertex number 40 x 76 y 32
vertex number 41 x 84 y 36
vertex number 42 x 84 y 40
vertex number 43 x 76 y 44
vertex number 44 x 72 y 44
vertex number 45 x 92 y 52
vertex number 46 x 84 y 56
vertex number 47 x 80 y 60
vertex number 48 x 80 y 64
vertex number 49 x 84 y 68
vertex number 50 x 92 y 68
vertex number 51 x 100 y 64
vertex number 52 x 104 y 60
vertex number 53 x 104 y 56
vertex number 54 x 100 y 52
vertex number 55 x 60 y 36
vertex number 56 x 64 y 32
vertex number 57 x 72 y 28
vertex number 58 x 76 y 28
vertex number 59 x 80 y 28
vertex number 60 x 88 y 32
vertex number 61 x 88 y 36
vertex number 62 x 72 y 48
vertex number 63 x 68 y 48
vertex number 64 x 64 y 44
vertex number 65 x 76 y 48
vertex number 66 x 88 y 44
vertex number 67 x 84 y 48
vertex number 68 x 92 y 36
vertex number 69 x 92 y 40
vertex number 70 x 104 y 40
vertex number 71 x 108 y 40
vertex number 72 x 108 y 44
vertex number 73 x 104 y 44
vertex number 74 x 108 y 56
vertex number 75 x 108 y 60
vertex number 76 x 56 y 52
vertex number 77 x 124 y 40
vertex number 78 x 124 y 44
vertex number 79 x 120 y 56
vertex number 80 x 124 y 60
vertex number 81 x 120 y 60
vertex number 82 x 124 y 72
vertex number 83 x 120 y 72
vertex number 84 x 116 y 76
vertex number 85 x 128 y 76
vertex number 86 x 128 y 80
vertex number 87 x 116 y 80
vertex number 88 x 116 y 84
vertex number 89 x 128 y 84
vertex number 90 x 116 y 88
vertex number 91 x 128 y 88
vertex number 92 x 124 y 36
vertex number 93 x 136 y 36
vertex number 94 x 148 y 36
vertex number 95 x 160 y 36
vertex number 96 x 160 y 44
vertex number 97 x 144 y 44
vertex number 98 x 140 y 44
vertex number 99 x 140 y 32
vertex number 100 x 144 y 32
vertex number 101 x 140 y 28
vertex number 102 x 140 y 24
vertex number 103 x 144 y 24
vertex number 104 x 144 y 28
vertex number 105 x 136 y 32
vertex number 106 x 148 y 32
vertex number 107 x 136 y 20
vertex number 108 x 148 y 20
vertex number 109 x 144 y 56
vertex number 110 x 140 y 56
vertex number 111 x 144 y 60
vertex number 112 x 152 y 56
vertex number 113 x 156 y 60
vertex number 114 x 152 y 60
vertex number 115 x 148 y 64
vertex number 116 x 160 y 64
vertex number 117 x 156 y 68
vertex number 118 x 152 y 68
vertex number 119 x 152 y 72
vertex number 120 x 148 y 76
vertex number 121 x 156 y 72
vertex number 122 x 160 y 76
vertex number 123 x 156 y 80
vertex number 124 x 152 y 80
vertex number 125 x 164 y 36
vertex number 126 x 164 y 44
vertex number 127 x 168 y 36
vertex number 128 x 168 y 44
vertex number 129 x 172 y 36
vertex number 130 x 172 y 44
vertex number 131 x 176 y 32
vertex number 132 x 176 y 48
vertex number 133 x 184 y 32
vertex number 134 x 184 y 48
vertex number 135 x 192 y 36
vertex number 136 x 192 y 44
vertex number 137 x 200 y 36
vertex number 138 x 200 y 44
vertex number 139 x 120 y 92
vertex number 140 x 124 y 92
vertex number 141 x 124 y 104
vertex number 142 x 116 y 104
vertex number 143 x 116 y 108
vertex number 144 x 120 y 108
vertex number 145 x 120 y 112
vertex number 146 x 116 y 112
vertex number 147 x 120 y 116
vertex number 148 x 124 y 116
vertex number 149 x 124 y 120
vertex number 150 x 120 y 120
vertex number 151 x 128 y 120
vertex number 152 x 132 y 120
vertex number 153 x 132 y 124
vertex number 154 x 128 y 124
vertex number 155 x 136 y 128
vertex number 156 x 136 y 124
vertex number 157 x 136 y 120
vertex number 158 x 136 y 116
vertex number 159 x 140 y 112
vertex number 160 x 144 y 120
vertex number 161 x 144 y 124
vertex number 162 x 140 y 132
vertex number 163 x 148 y 120
vertex number 164 x 148 y 124
vertex number 165 x 108 y 112
vertex number 166 x 108 y 120
vertex number 167 x 108 y 132
vertex number 168 x 132 y 104
vertex number 169 x 136 y 108
vertex number 170 x 112 y 80
vertex number 171 x 112 y 76
vertex number 172 x 140 y 104
vertex number 173 x 144 y 108
vertex number 174 x 140 y 100
vertex number 175 x 144 y 100
vertex number 176 x 136 y 96
vertex number 177 x 136 y 92
vertex number 178 x 140 y 92
vertex number 179 x 144 y 96
vertex number 180 x 136 y 84
vertex number 181 x 140 y 84
vertex number 182 x 132 y 80
vertex number 183 x 132 y 76
vertex number 184 x 136 y 76
vertex number 185 x 140 y 80
vertex number 186 x 128 y 72
vertex number 187 x 160 y 120
vertex number 188 x 160 y 124
vertex number 189 x 168 y 124
vertex number 190 x 168 y 120
vertex number 191 x 172 y 116
vertex number 192 x 176 y 116
vertex number 193 x 180 y 120
vertex number 194 x 180 y 124
vertex number 195 x 176 y 128
vertex number 196 x 172 y 128
vertex number 197 x 160 y 116
vertex number 198 x 168 y 108
vertex number 199 x 172 y 108
vertex number 200 x 172 y 136
vertex number 201 x 168 y 136
vertex number 202 x 160 y 128
vertex number 203 x 176 y 108
vertex number 204 x 180 y 108
vertex number 205 x 188 y 116
vertex number 206 x 188 y 120
vertex number 207 x 188 y 124
vertex number 208 x 176 y 136
vertex number 209 x 188 y 128
vertex number 210 x 180 y 136
vertex number 211 x 120 y 100
vertex number 212 x 112 y 124

sector number 0 texture 8 type 6 data 0 light -1 h_floor -5 h_ceil 20 gravity 10 friction 50 vertex_num 4 vertexes 0 1 2 3 portals 13 7 1 8

sector number 1 texture 8 type 6 data 0 light -1 h_floor -4 h_ceil 20 gravity 10 friction 50 vertex_num 4 vertexes 3 2 4 5 portals 0 7 2 9

sector number 2 texture 8 type 6 data 0 light -1 h_floor -3 h_ceil 20 gravity 10 friction 50 vertex_num 4 vertexes 5 4 6 7 portals 1 6 3 10

sector number 3 texture 8 type 6 data 0 light -1 h_floor -2 h_ceil 20 gravity 10 friction 50 vertex_num 4 vertexes 6 8 9 7 portals 5 4 11 2

sector number 4 texture 8 type 6 data 0 light -1 h_floor -1 h_ceil 20 gravity 10 friction 50 vertex_num 6 vertexes 9 8 10 11 12 13 portals 3 5 39 47 41 12

sector number 5 texture 3 type 6 data 0 light 255 h_floor -25 h_ceil 20 gravity 10 friction 50 vertex_num 4 vertexes 10 8 6 14 portals 4 3 6 19

sector number 6 texture 3 type 6 data 0 light 255 h_floor -25 h_ceil 20 gravity 10 friction 50 vertex_num 3 vertexes 6 4 14 portals 2 7 5

sector number 7 texture 3 type 6 data 0 light 255 h_floor -25 h_ceil 20 gravity 10 friction 50 vertex_num 4 vertexes 4 2 1 14 portals 1 0 16 6

sector number 8 texture 3 type 6 data 0 light 255 h_floor -25 h_ceil 20 gravity 10 friction 50 vertex_num 3 vertexes 0 3 15 portals 0 9 18

sector number 9 texture 3 type 6 data 0 light 255 h_floor -25 h_ceil 20 gravity 10 friction 50 vertex_num 3 vertexes 15 3 5 portals 8 1 10

sector number 10 texture 3 type 6 data 0 light 255 h_floor -25 h_ceil 20 gravity 10 friction 50 vertex_num 3 vertexes 5 7 15 portals 2 11 9

sector number 11 texture 3 type 6 data 0 light 255 h_floor -25 h_ceil 20 gravity 10 friction 50 vertex_num 3 vertexes 15 7 9 portals 10 3 12

